sample_id,timestamp,ax,ay,az,gx,gy,gz,label
1,1775553113.981229,-0.675164878,1.776497602,10.29985619,-0.035173047,0.056223582,0.010125575,push
1,1775553113.9880157,-0.720654726,1.82079041,10.34654236,-0.046630934,0.056490045,0.001598775,push
1,1775553113.997835,-0.746990919,1.861491799,10.38484955,-0.05595712,0.048762634,-0.003996937,push
1,1775553114.0107608,-0.792480767,1.903390408,10.4638586,-0.065283306,0.038370594,-0.002398162,push
1,1775553114.0117748,-0.802057564,1.962048292,10.49977112,-0.064483918,0.038370594,0.002398162,push
1,1775553114.0128472,-0.768538773,2.00993228,10.54406452,-0.058621746,0.03650536,0.011990812,push
1,1775553114.0306773,-0.74220252,1.9333179,10.50815105,-0.034640122,0.037304748,0.019718224,push
1,1775553114.050578,-0.659602582,2.092532396,10.57279491,-0.010658499,0.046364475,0.036771823,push
1,1775553114.0515826,-0.465672225,2.187103271,10.59913063,-0.014655436,0.034640122,0.07194487,push
1,1775553114.0515826,-0.432153404,2.157175779,10.53568459,-0.02691271,0.024248086,0.116444103,push
1,1775553114.0595639,-0.377086759,2.106897593,10.44111347,-0.019718224,0.014921899,0.136428788,push
1,1775553114.0731125,-0.207098454,2.066195965,10.40041256,0.002398162,0.006661562,0.152949467,push
1,1775553114.0874445,-0.001197101,1.936909199,10.34175396,0.025313934,0,0.193718225,push
1,1775553114.0970893,0.246602774,1.732204914,10.23880386,0.063151613,0,0.237418056,push
1,1775553114.098531,0.514753342,1.580173135,10.05923843,0.100189894,0.012523737,0.260866761,push
1,1775553114.1176312,0.837970614,1.546654344,9.861717224,0.123105668,0.032241959,0.270992339,push
1,1775553114.1287405,1.121683478,1.67234993,9.850942612,0.120441042,0.057555895,0.254738122,push
1,1775553114.1320748,1.218648672,1.804031014,9.850942612,0.088465542,0.103120975,0.193718225,push
1,1775553114.1523952,1.349132657,1.808819413,9.850942612,0.045298621,0.156413481,0.133231238,push
1,1775553114.1523952,1.15520227,1.830367208,10.11310768,-0.004529862,0.20411025,0.1334977,push
1,1775553114.179182,0.723048925,1.886630893,10.45069027,-0.03543951,0.228624806,0.150551304,push
1,1775553114.1798844,0.29688102,1.946485996,10.65898609,-0.031442571,0.223295555,0.164940268,push
1,1775553114.1987715,0.108936176,1.935712099,10.73560047,-0.011457887,0.203310877,0.175332308,push
1,1775553114.2019887,-0.049081136,1.784877419,10.66616821,0.02158346,0.179595709,0.179862171,push
1,1775553114.2030065,-0.29807812,1.740584612,10.65060616,0.028511487,0.158012256,0.159078106,push
1,1775553114.2171009,-0.496796846,1.765723705,10.66018295,-0.014655436,0.147620216,0.110581927,push
1,1775553114.2192445,-0.651222885,1.826775908,10.6350441,-0.087932616,0.136428788,0.055690661,push
1,1775553114.229646,-0.659602582,1.956062794,10.60152531,-0.15481469,0.118309341,0.006661562,push
1,1775553114.2421093,-0.330399841,2.041056871,10.6398325,-0.199047476,0.10178867,-0.028245023,push
1,1775553114.2567403,0.326808542,2.037465572,10.71046162,-0.22382848,0.085267991,-0.023715161,push
