sample_id,timestamp,ax,ay,az,gx,gy,gz,label
1,1775750405.153461,2.640804529,0.769735873,10.50695419,-0.072211333,-0.050894335,0.049562022,swipe_down
1,1775750405.1664233,2.664746523,0.693121374,10.47702694,-0.061019909,-0.060753446,0.061552834,swipe_down
1,1775750405.1730738,2.665943623,0.657208383,10.52491093,-0.051693719,-0.075675346,0.071678407,swipe_down
1,1775750405.183642,2.618059635,0.677559078,10.54885292,-0.039436448,-0.095660031,0.065016843,swipe_down
1,1775750405.193297,2.634819031,0.659602582,10.56800652,-0.031442571,-0.123105668,0.057022974,swipe_down
1,1775750405.2026718,2.656366825,0.644040287,10.52969933,-0.022649311,-0.156946406,0.050094947,swipe_down
1,1775750405.2128594,2.706645012,0.659602582,10.43512821,-0.011457887,-0.187856048,0.037837673,swipe_down
1,1775750405.224775,2.828749418,0.653617084,10.26513958,-0.011724349,-0.217433393,0.02691271,swipe_down
1,1775750405.2341785,2.867056608,0.554257691,10.11669922,-0.000532925,-0.242480844,0.007460949,swipe_down
1,1775750405.2431817,2.873042107,0.506373644,10.12388229,0.029577335,-0.269393563,-0.027712099,swipe_down
1,1775750405.253883,3.01310277,0.48362875,10.04367638,0.053558957,-0.297372133,-0.066882081,swipe_down
1,1775750405.2637959,3.186682463,0.398634583,9.771934509,0.104453288,-0.312027574,-0.099124044,swipe_down
1,1775750405.2728302,3.454833031,0.374692559,9.532513618,0.187056661,-0.3168239,-0.112713635,swipe_down
1,1775750405.2841644,3.542221308,0.359130263,9.513360023,0.269660026,-0.343203664,-0.118042871,swipe_down
1,1775750405.293857,3.803189516,0.306457818,9.47146225,0.352796346,-0.37811026,-0.128967836,swipe_down
1,1775750405.3034863,4.046200752,0.350750536,9.114726067,0.437797844,-0.399160802,-0.148419604,swipe_down
1,1775750405.315221,4.387374401,0.463278025,8.365341187,0.502281785,-0.399427265,-0.149218991,swipe_down
1,1775750405.323337,4.820724964,0.555454791,7.418434143,0.549978554,-0.354128659,-0.114578865,swipe_down
1,1775750405.3340032,5.045780182,0.579396784,6.363788128,0.595543683,-0.22702603,-0.050094947,swipe_down
1,1775750405.3433065,5.181052685,0.653617084,5.333084106,0.635513008,0.005595712,-0.00319755,swipe_down
1,1775750405.354239,5.606023312,0.724246025,3.727771997,0.690404296,0.387969375,0.015454824,swipe_down
1,1775750405.3631995,6.02022028,0.501585245,0.162805721,0.850548267,1.022683024,-0.004529862,swipe_down
1,1775750405.3745613,5.72573328,0.439336002,-3.101688385,1.137528419,2.007794857,-0.135629401,swipe_down
1,1775750405.3838782,4.951209068,0.900219858,-4.881777287,1.451421142,3.435234308,-0.477234304,swipe_down
1,1775750405.393426,3.485957623,1.388636947,-5.723339081,1.773840785,5.217868328,-0.906238914,swipe_down
1,1775750405.4047332,1.995567083,1.128866076,-5.336675644,1.95503521,7.247513294,-1.265430331,swipe_down
1,1775750405.41477,0.146046311,0.490811348,-5.657498837,1.978750348,8.731176376,-1.669653893,swipe_down
1,1775750405.4236727,-2.41694665,-0.37229836,-5.797559261,1.839923382,8.731176376,-1.98834312,swipe_down
1,1775750405.4354708,-6.076483727,-1.734599113,-5.494692802,1.390667677,8.731176376,-2.293975592,swipe_down
1,1775750405.443365,-9.17697525,-3.355473757,-4.745307922,0.642174542,8.731176376,-2.648903608,swipe_down
1,1775750405.4531002,-10.79784966,-3.216609955,-3.032256365,-0.416480839,8.731176376,-3.019552708,swipe_down
1,1775750405.4640448,-13.49970627,-2.948459387,-2.128445387,-1.6278193,8.731176376,-3.289479256,swipe_down
1,1775750405.4746554,-16.34641266,-1.733402014,0.152031809,-2.963861942,8.731176376,-3.591114759,swipe_down
