sample_id,timestamp,ax,ay,az,gx,gy,gz,label
1,1775749593.2160969,-1.094150186,0.562637389,10.18134308,-0.114845328,0.144422665,-0.018918836,swipe_up
1,1775749593.230254,-1.039083481,0.602141738,10.32738876,-0.083935678,0.186257273,-0.037304748,swipe_up
1,1775749593.2355814,-1.022324085,0.708683729,10.31541824,-0.076741189,0.224361405,-0.053292494,swipe_up
1,1775749593.245243,-0.988805294,0.827196658,10.29746151,-0.111381322,0.252606452,-0.055690661,swipe_up
1,1775749593.2555377,-0.940921247,0.881066203,10.24957752,-0.17453292,0.287246555,-0.072477795,swipe_up
1,1775749593.2657533,-0.859518409,0.884657502,10.12747288,-0.232888207,0.328548223,-0.097525269,swipe_up
1,1775749593.27565,-0.822408259,0.833182216,10.03290176,-0.274722815,0.393565059,-0.126036748,swipe_up
1,1775749593.2852423,-0.840364814,0.867898107,9.99698925,-0.346401215,0.48203063,-0.162275642,swipe_up
1,1775749593.2959542,-0.788889468,0.89184016,9.815030098,-0.47270444,0.603271008,-0.207307816,swipe_up
1,1775749593.306139,-0.715866327,0.889445961,9.440337181,-0.612330794,0.7770046,-0.290710568,swipe_up
1,1775749593.315983,-0.787692368,0.74459672,9.012971878,-0.758885145,0.994437993,-0.391166925,swipe_up
1,1775749593.3257957,-0.548272192,0.544680893,8.862137794,-0.889451802,1.236918926,-0.504413486,swipe_up
1,1775749593.33549,-0.567425787,0.316034615,8.83699894,-0.986444116,1.488992453,-0.608866811,swipe_up
1,1775749593.345835,-0.879869103,0.125695586,9.120711327,-1.058122516,1.726943254,-0.731705964,swipe_up
1,1775749593.3555305,-1.380257249,-0.172382519,9.913191795,-1.116211295,1.919862151,-0.837225139,swipe_up
1,1775749593.3666055,-2.122459888,-0.603338838,11.02888966,-1.105819345,2.015522242,-0.897179127,swipe_up
1,1775749593.375783,-3.033453465,-0.896628559,12.69884586,-1.000566602,1.982480764,-0.916897416,swipe_up
1,1775749593.385781,-3.90135169,-0.940921247,14.65251446,-0.846551299,1.774906516,-0.907571197,swipe_up
1,1775749593.39562,-4.679467201,-0.81761986,16.77377701,-0.653366029,1.351764083,-0.834027529,swipe_up
1,1775749593.4078393,-5.422866821,-0.563834488,18.76096535,-0.491090357,0.732238889,-0.680811644,swipe_up
1,1775749593.4153152,-6.269217014,-0.274136096,20.19628906,-0.369316995,-0.093794793,-0.504946411,swipe_up
1,1775749593.4260418,-7.688978672,-0.14724341,22.23135948,-0.259001523,-1.14898622,-0.398627877,swipe_up
1,1775749593.4374113,-9.390059471,-0.272938997,25.75323105,-0.186257273,-2.524732113,-0.334410399,swipe_up
1,1775749593.446149,-11.04205799,-0.702698171,27.08919525,-0.001332312,-4.161877155,-0.276055127,swipe_up
1,1775749593.4561064,-10.90798283,-1.55862534,26.21291733,0.813243508,-6.046833038,-0.189454809,swipe_up
1,1775749593.4711585,-10.03290176,-2.461239338,22.8023777,2.279320002,-8.121776581,0.022649311,swipe_up
1,1775749593.4777138,-8.361749649,-3.043030262,17.95052719,3.955369234,-8.731442451,0.422609508,swipe_up
1,1775749593.4869714,-8.719682693,-4.497508049,17.64406967,4.306566715,-8.731442451,1.021350741,swipe_up
1,1775749593.4958613,-11.80461121,-5.476736546,13.39316463,2.302502155,-8.731442451,1.40132618,swipe_up
1,1775749593.506609,-9.26556015,-3.834314108,6.397306919,0.277653903,-8.282719612,0.895047486,swipe_up
1,1775749593.5156982,-6.734889507,-1.926135302,3.369838953,-0.637644708,-7.926725864,-0.061286367,swipe_up
1,1775749593.5256157,-3.714603901,-0.881066203,0.687135875,-0.553442538,-7.247513294,-0.938214421,swipe_up
1,1775749593.537546,-0.016759412,0.229843363,-1.112106681,0.007993874,-6.518205166,-1.26223278,swipe_up
1,1775749593.546409,2.498349428,1.531091928,-0.764947414,0.714119434,-5.966628075,-1.051993847,swipe_up
1,1775749593.5550141,4.156333923,2.45405674,-0.049081136,1.44396019,-5.531228065,-0.542517602,swipe_up
1,1775749593.5664284,5.425261021,2.436100245,-0.337582439,2.097859144,-4.921029091,0.134030625,swipe_up
1,1775749593.576059,6.688202381,2.717418909,-0.614112735,2.585218906,-4.136829853,0.709323108,swipe_up
1,1775749593.5857692,7.340622425,2.734178305,-0.466869324,2.781868219,-3.248710632,1.058388948,swipe_up
1,1775749593.5946498,7.388506413,2.412158251,-0.196324542,2.74056673,-2.224695206,1.143656969,swipe_up
1,1775749593.6060054,7.54293251,2.626439333,0.78050977,2.477035046,-1.267562032,1.047730446,swipe_up
1,1775749593.6158254,7.501033783,3.138798475,2.215833664,2.038437843,-0.614462495,0.871865213,swipe_up
1,1775749593.626891,7.078457355,2.93648839,3.53264451,1.508177638,-0.298970878,0.684009135,swipe_up
1,1775749593.635955,6.217741966,2.254140854,4.449624062,0.976052046,-0.148153126,0.52253288,swipe_up
1,1775749593.64521,5.477933407,1.881842494,5.152322292,0.49961713,-0.094327718,0.362655431,swipe_up
1,1775749593.657543,5.033809185,1.78368032,5.586869717,0.120441042,-0.122039817,0.191053599,swipe_up
1,1775749593.6650324,4.859032154,1.757344007,5.804741859,-0.16573967,-0.179862171,0.060486984,swipe_up
1,1775749593.6751177,4.996698856,1.720233917,5.791574001,-0.345601827,-0.231822357,-0.005595712,swipe_up
1,1775749593.687994,5.240907669,1.713051319,5.669469833,-0.413549751,-0.220897391,0.039702907,swipe_up
1,1775749593.6966913,5.573701382,1.705868721,5.390544891,-0.38743645,-0.148419604,0.158278719,swipe_up
1,1775749593.7059717,5.971138954,1.734599113,4.972756863,-0.279252678,-0.038903523,0.305898935,swipe_up
1,1775749593.7197251,6.357802391,1.715445518,4.641160011,-0.134030625,0.108983152,0.463644713,swipe_up
1,1775749593.7257397,6.556521416,1.681926727,4.509479046,0.002931087,0.301102608,0.621656954,swipe_up
1,1775749593.7358963,6.647500992,1.719036818,4.446032524,0.10178867,0.518802464,0.756486952,swipe_up
1,1775749593.750254,6.600813866,1.651999116,4.520252705,0.169203669,0.729840755,0.847084224,swipe_up
1,1775749593.7575743,6.566098213,1.611297727,4.736927986,0.192119434,0.898245037,0.893182218,swipe_up
1,1775749593.7651446,6.439205647,1.586158633,4.984727859,0.152150065,1.032808542,0.912367582,swipe_up
1,1775749593.776471,6.415263653,1.538274646,5.263652325,0.065016843,1.133531332,0.918762624,swipe_up
1,1775749593.7900293,6.416460514,1.428141356,5.501875401,-0.054358348,1.224928021,0.919828475,swipe_up
1,1775749593.7965448,6.440402508,1.416170359,5.835866451,-0.183326185,1.29127717,0.91210103,swipe_up
1,1775749593.8052807,6.494272232,1.346738458,6.167463779,-0.316024512,1.314992428,0.913166881,swipe_up
1,1775749593.8170943,6.478709698,1.238999367,6.39251852,-0.43939665,1.313127041,0.924091876,swipe_up
1,1775749593.82617,6.406883717,1.113303781,6.65468359,-0.539320052,1.313393593,0.933418036,swipe_up
1,1775749593.8421905,6.428431511,0.984016895,6.860584736,-0.606468618,1.324052095,0.933418036,swipe_up
